Master,Miss,Mr,Mrs,Officer,Royalty,Pclass_1,Pclass_2,Pclass_3,FamilySize,Family_Single,Family_Small,Family_Large,Fare,Cabin_A,Cabin_B,Cabin_C,Cabin_D,Cabin_E,Cabin_F,Cabin_G,Cabin_T,Cabin_U,Embarked_C,Embarked_Q,Embarked_S,Sex
False,False,False,True,False,False,False,False,True,2,0,1,0,15.85,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,False,False,True,1,1,0,0,6.75,False,False,False,False,False,False,False,False,True,False,True,False,1
False,False,True,False,False,False,False,True,False,1,1,0,0,11.5,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,True,False,3,0,1,0,36.75,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,7.7958,False,False,False,False,False,False,False,False,True,False,False,True,1
False,True,False,False,False,False,False,False,True,5,0,0,1,34.375,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,False,True,False,3,0,1,0,26.0,False,False,False,False,False,True,False,False,False,False,False,True,1
False,False,False,False,True,False,False,True,False,1,1,0,0,13.0,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,False,False,True,False,False,True,False,1,1,0,0,12.525,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,False,True,False,False,True,False,False,2,0,1,0,66.6,False,False,True,False,False,False,False,False,False,False,False,True,0
False,False,True,False,False,False,False,False,True,1,1,0,0,8.05,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,3,0,1,0,14.5,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,7.3125,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,True,False,False,2,0,1,0,61.3792,False,False,False,False,False,False,False,False,True,True,False,False,1
False,True,False,False,False,False,False,False,True,1,1,0,0,7.7333,False,False,False,False,False,False,False,False,True,False,True,False,0
False,False,True,False,False,False,False,False,True,1,1,0,0,8.05,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,8.6625,False,False,False,False,False,False,False,False,True,False,False,True,1
True,False,False,False,False,False,False,False,True,11,0,0,1,69.55,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,2,0,1,0,16.1,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,False,True,False,False,False,True,False,1,1,0,0,15.75,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,False,False,True,1,1,0,0,7.775,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,8.6625,False,False,False,False,False,False,False,False,True,False,False,True,1
True,False,False,False,False,False,False,False,True,6,0,0,1,39.6875,False,False,False,False,False,False,False,False,True,False,False,True,1
True,False,False,False,False,False,False,False,True,3,0,1,0,20.525,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,False,True,False,False,True,False,False,2,0,1,0,55.0,False,False,False,False,True,False,False,False,False,False,False,True,0
False,False,False,True,False,False,False,False,True,6,0,0,1,27.9,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,True,False,False,1,1,0,0,25.925,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,56.4958,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,True,False,False,1,1,0,0,33.5,False,True,False,False,False,False,False,False,False,False,False,True,1
True,False,False,False,False,False,False,False,True,6,0,0,1,29.125,False,False,False,False,False,False,False,False,True,False,True,False,1
False,True,False,False,False,False,False,False,True,3,0,1,0,11.1333,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,False,False,True,1,1,0,0,7.925,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,True,False,False,1,1,0,0,30.6958,True,False,False,False,False,False,False,False,False,True,False,False,1
False,False,True,False,False,False,False,False,True,3,0,1,0,7.8542,False,False,False,False,False,False,False,False,True,False,False,True,1
True,False,False,False,False,False,False,False,True,5,0,0,1,25.4667,False,False,False,False,False,False,False,False,True,False,False,True,1
False,True,False,False,False,False,True,False,False,1,1,0,0,28.7125,False,False,True,False,False,False,False,False,False,True,False,False,0
False,False,True,False,False,False,False,True,False,1,1,0,0,13.0,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,0.0,False,False,False,False,False,False,False,False,True,False,False,True,1
False,True,False,False,False,False,False,False,True,11,0,0,1,69.55,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,False,True,False,1,1,0,0,15.05,False,False,False,False,False,False,False,False,True,True,False,False,1
True,False,False,False,False,False,False,False,True,7,0,0,1,31.3875,False,False,False,False,False,False,False,False,True,False,False,True,1
True,False,False,False,False,False,False,True,False,4,0,1,0,39.0,False,False,False,False,False,True,False,False,False,False,False,True,1
False,True,False,False,False,False,False,False,True,3,0,1,0,22.025,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,True,False,False,1,1,0,0,50.0,True,False,False,False,False,False,False,False,False,False,False,True,1
False,False,False,True,False,False,False,False,True,2,0,1,0,15.5,False,False,False,False,False,False,False,False,True,False,True,False,0
False,False,True,False,False,False,True,False,False,1,1,0,0,26.55,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,3,0,1,0,15.5,False,False,False,False,False,False,False,False,True,False,True,False,1
False,False,True,False,False,False,False,False,True,1,1,0,0,7.8958,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,False,True,False,False,False,True,False,1,1,0,0,13.0,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,False,True,False,1,1,0,0,13.0,False,False,False,False,False,False,False,False,True,False,False,True,1
False,True,False,False,False,False,False,False,True,2,0,1,0,7.8542,False,False,False,False,False,False,False,False,True,False,False,True,0
True,False,False,False,False,False,False,True,False,3,0,1,0,26.0,False,False,False,False,False,True,False,False,False,False,False,True,1
False,False,False,True,False,False,True,False,False,1,1,0,0,27.7208,False,True,False,False,False,False,False,False,False,True,False,False,0
False,True,False,False,False,False,True,False,False,1,1,0,0,146.5208,False,True,False,False,False,False,False,False,False,True,False,False,0
False,False,True,False,False,False,False,False,True,1,1,0,0,7.75,False,False,False,False,False,False,False,False,True,False,True,False,1
False,False,True,False,False,False,False,False,True,2,0,1,0,8.4042,False,False,False,False,False,False,False,False,True,False,False,True,1
False,True,False,False,False,False,False,False,True,1,1,0,0,7.75,False,False,False,False,False,False,False,False,True,False,True,False,0
False,True,False,False,False,False,False,True,False,1,1,0,0,13.0,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,False,False,True,1,1,0,0,9.5,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,11,0,0,1,69.55,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,6.4958,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,7.225,False,False,False,False,False,False,False,False,True,True,False,False,1
False,False,True,False,False,False,False,False,True,1,1,0,0,8.05,False,False,False,False,False,False,False,False,True,False,False,True,1
False,True,False,False,False,False,False,False,True,2,0,1,0,10.4625,False,False,False,False,False,False,True,False,False,False,False,True,0
False,False,True,False,False,False,False,False,True,2,0,1,0,15.85,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,18.7875,False,False,False,False,False,False,False,False,True,True,False,False,1
False,True,False,False,False,False,False,False,True,1,1,0,0,7.75,False,False,False,False,False,False,False,False,True,False,True,False,0
False,False,True,False,False,False,True,False,False,1,1,0,0,31.0,True,False,False,False,False,False,False,False,False,True,False,False,1
False,False,True,False,False,False,False,False,True,1,1,0,0,7.05,False,False,False,False,False,False,False,False,True,False,False,True,1
False,True,False,False,False,False,False,True,False,1,1,0,0,21.0,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,False,False,True,1,1,0,0,7.25,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,True,False,1,1,0,0,13.0,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,2,0,1,0,7.75,False,False,False,False,False,False,False,False,True,False,True,False,1
False,True,False,False,False,False,True,False,False,2,0,1,0,113.275,False,False,False,True,False,False,False,False,False,True,False,False,0
False,True,False,False,False,False,False,False,True,1,1,0,0,7.925,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,False,True,False,2,0,1,0,27.0,False,False,False,False,False,False,False,False,True,False,False,True,1
False,True,False,False,False,False,True,False,False,1,1,0,0,76.2917,False,False,False,True,False,False,False,False,False,True,False,False,0
False,False,True,False,False,False,False,True,False,1,1,0,0,10.5,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,8.05,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,True,False,1,1,0,0,13.0,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,8.05,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,7.8958,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,True,False,False,2,0,1,0,90.0,False,False,True,False,False,False,False,False,False,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,9.35,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,True,False,1,1,0,0,10.5,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,False,True,1,1,0,0,7.25,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,True,False,1,1,0,0,13.0,False,False,False,False,False,False,False,False,True,False,False,True,1
False,True,False,False,False,False,False,False,True,5,0,0,1,25.4667,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,False,True,False,False,True,False,False,2,0,1,0,83.475,False,False,True,False,False,False,False,False,False,False,False,True,0
False,False,True,False,False,False,False,False,True,1,1,0,0,7.775,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,True,False,1,1,0,0,13.5,False,False,False,False,False,False,False,False,True,False,False,True,1
False,True,False,False,False,False,False,False,True,7,0,0,1,31.3875,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,False,True,False,1,1,0,0,10.5,False,False,False,False,False,False,False,False,True,False,False,True,1
False,True,False,False,False,False,False,False,True,1,1,0,0,7.55,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,False,True,False,2,0,1,0,26.0,False,False,False,False,False,False,False,False,True,False,False,True,1
False,True,False,False,False,False,False,True,False,3,0,1,0,26.25,False,False,False,False,False,False,False,False,True,False,False,True,0
False,False,True,False,False,False,False,True,False,1,1,0,0,10.5,False,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,False,True,False,1,1,0,0,12.275,False,False,False,False,False,False,False,False,True,False,False,True,1
False,True,False,False,False,False,False,False,True,2,0,1,0,14.4542,False,False,False,False,False,False,False,False,True,True,False,False,0
False,True,False,False,False,False,False,False,True,2,0,1,0,15.5,False,False,False,False,False,False,False,False,True,False,True,False,0
